SMILES,QED,SA
COc1ccc(C)c(C)c1S(=O)(=O)Nc1ccc2c(c1)CCCN2C(=O)c1ccco1,0.6390432971087765,2.466434738085157
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CCO[C@H]4CC[C@@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@]5(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]45)cc3)C[C@@]21C,0.1718261131210443,5.985993007830177
COCCNC(=O)c1cnc2c(c(C)nn2C)c1Cl,0.8585894889525839,2.348732079619193
O=C(c1ccco1)N1CCCc2cc(NS(=O)(=O)c3ccc([N+](=O)[O-])cc3)ccc21,0.49037732731793443,2.3014144852268785
CCc1cccc2[nH]c(CC(O)(CC(C)(C)c3cc(F)ccc3OC)C(F)(F)F)cc12,0.44007130337401024,3.198550730565712
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C(=O)CNC(=O)O[C@H]4C[C@H]5[C@@H]([C@H](O)C[C@@H]6C[C@H](O)CC[C@@]65C)[C@@H]5CC[C@H]([C@H](C)CCC(=O)O)[C@@]45C)cc3)C[C@@]21C,0.15361487334106624,6.053681450194616
O=C(Nc1ccc(C(F)(F)F)cc1)c1cnc2c(ncn2Cc2ccccc2)c1Cl,0.47103193744470384,2.2938463404304983
COc1cccc2c1-c1ccc3c(c1C(CC(=O)N(C)C)O2)C(C)=CC(C)(C)N3,0.808701574480722,3.3890254924405845
Cc1nn(CC2CC2)c2ncc(C(=O)Nc3ccc(Cl)cc3)c(Cl)c12,0.7186136740001079,2.2989905768359833
CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1,0.393646603004665,3.6687898384233275
Cc1cc(Cn2nc(C)c3c(Cl)c(C(=O)Nc4ccc(C(F)(F)F)cc4)cnc32)ncn1,0.4720500820118086,2.6551449748937745
CC(C)(C)[C@H](O)[C@H]1CCCC2=Cc3c(cnn3-c3ccc(F)cc3)C[C@@]21C,0.7945518892492545,3.807433026753662
CNC(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,0.8190331161812816,3.158206266361785
COC(=O)C(C)(C)O/N=C1\CC(C)(C)Nc2cc(F)c(-c3cccc4c(C)c[nH]c34)c(F)c21,0.3915924309524572,3.446757968475043
COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1ccc(F)cc1C(=O)N1CCCCC1)O2)C(C)=CC(C)(C)N3,0.36399590289427164,3.1461266204921525
Cc1nn(CCN2CCN(C(C)C)CC2)c2ncc(C(=O)Nc3ccc(C(F)(F)F)cc3)c(Cl)c12,0.5230543116019813,2.6134710810288198
Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@@]2(O)C#C[Si](C)(C)C,0.3950348134440638,4.382769164867657
Cc1ccc(CN(Cc2ccccc2)c2cccc(NS(C)(=O)=O)c2C)cc1,0.6211518920761505,2.0821691804951836
C[C@H]1OC2(CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)O[C@@H]1C,0.7672238872225757,4.4562428602258946
CC(C)(C(=O)Nc1nncs1)C(c1ccccc1)c1ccc2c(-c3ccc(F)cc3F)ncn2c1,0.3210260471382374,3.480734056785609
COc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1cc(C)cc(C)c1)O2,0.6701624978400461,2.91752183859443
CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Cl)c(F)c1)Oc1ccccc1-3,0.46047993357110234,3.203260300132891
COCC[C@@]12CC[C@@]3(C)C[C@H](O)CC3=C1CCc1cc(Nc3cnccc3C)ccc12,0.6202408695516953,4.203262481569032
C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3C[C@H]4CN(CC5CC5)C[C@@]4(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,0.6540187640446429,5.056496228899443
CC(C)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,0.8778966083269973,3.1229367110055843
Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccc(Oc2ccc(F)c(OCC(=O)O)c2)cc1)Cc1ccc(F)cc1F,0.1982089094480852,2.692422853739835
Cc1nn(C2CCNCC2)c2ncc(C(=O)Nc3ccc(Cl)cc3)c(Cl)c12,0.6857635724466675,2.4612022855143465
Cc1cccc(SCC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)n1,0.6400741663030974,4.46825962270469
CC(C)(CC(O)(C(=O)Nc1ccc2c(c1)COC2=O)C(F)(F)F)c1cc(F)ccc1O,0.48469026929848924,3.3045009357821824
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CSc1nc2ccccc2s1,0.5662804400058052,4.427195303519431
C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@@H](O)CCC1CC1,0.7634122046589856,3.7603536865013796
Cc1nn(-c2ccc(OC(F)(F)F)cc2)c2ncc(C(=O)Nc3ccc(Cl)cc3)c(Cl)c12,0.37779503911939166,2.3756689161210858
CCCCOc1ccc(NC(=O)c2cnc3c(c(C)nn3C)c2Cl)cc1,0.6524646488725796,2.188253725501596
Cc1ncncc1Nc1ccc2c(c1)CC[C@@H]1C3=CC(=O)C[C@]3(C)CC[C@@]21Cc1ccccc1,0.5099116682976924,4.063058562933063
Nc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Oc3ccccc3)cc2)cc1,0.3954409844671139,1.955246780525476
