Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL1276308,MIFEPRISTONE,4,429.6,1,5.41,5,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,IC50,'=',8.7,nM,8.06,,,UO_0000065,18.76,0.34,2.65,19.88,0,CHEMBL4194561,Displacement of fluormone RED from human full length glucocorticoid receptor after 4 hrs by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190372,1,Scientific Literature,J Med Chem,2018,None,,,,8.7
CHEMBL131,PREDNISOLONE,4,360.45,0,1.56,Prednisolone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,IC50,'=',7,nM,8.15,,,UO_0000065,22.62,0.43,6.59,8.6,1,CHEMBL4194561,Displacement of fluormone RED from human full length glucocorticoid receptor after 4 hrs by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190372,1,Scientific Literature,J Med Chem,2018,None,,,,7
CHEMBL4202668,,None,506.55,1,4.88,24,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(=O)n(CC3CC3)c2)c1)c1ccccc1,IC50,'=',4.4,nM,8.36,,,UO_0000065,16.5,0.31,3.48,10.69,0,CHEMBL4194561,Displacement of fluormone RED from human full length glucocorticoid receptor after 4 hrs by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190372,1,Scientific Literature,J Med Chem,2018,None,,,,4.4
CHEMBL4211898,,None,528.99,2,5.29,27,CC(C)[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(=O)n(C)c2)c1)c1cccc(Cl)c1,IC50,'=',2.6,nM,8.59,,,UO_0000065,16.23,0.32,3.3,10.99,0,CHEMBL4194561,Displacement of fluormone RED from human full length glucocorticoid receptor after 4 hrs by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190372,1,Scientific Literature,J Med Chem,2018,None,,,,2.6
CHEMBL4217184,,None,485.26,0,3.15,38,N#Cc1ccc(O[C@H](c2cnc(C3CC3)nc2)[C@H](CO)NC(=O)C(F)(F)F)c(Br)c1,IC50,'=',42,nM,7.38,,,UO_0000065,15.2,0.34,4.23,6.82,0,CHEMBL4194561,Displacement of fluormone RED from human full length glucocorticoid receptor after 4 hrs by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190372,1,Scientific Literature,J Med Chem,2018,None,,,,42
CHEMBL4207852,MIZACORAT,2,494.54,0,4.64,15; AZD9567,CC(C)[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(=O)n(C)c2)c1)c1ccccc1,EC50,'=',11,nM,7.96,,,UO_0000065,16.09,0.3,3.32,10.18,0,CHEMBL4194562,Transactivation activity at glucocorticoid receptor (unknown origin) expressed in human ChaGoK1 cells incubated for 24 hrs by beta-galactosidase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190372,1,Scientific Literature,J Med Chem,2018,None,,,,11
CHEMBL4209216,,None,512.53,1,4.78,17,CC(C)[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cc(F)c(=O)n(C)c2)c1)c1ccccc1,EC50,'=',18,nM,7.75,,,UO_0000065,15.11,0.29,2.96,9.91,0,CHEMBL4194562,Transactivation activity at glucocorticoid receptor (unknown origin) expressed in human ChaGoK1 cells incubated for 24 hrs by beta-galactosidase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190372,1,Scientific Literature,J Med Chem,2018,None,,,,18
CHEMBL4208652,,None,532.95,2,5.2,28,CC(C)[C@H](NC(=O)C(F)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(=O)n(C)c2)c1)c1cccc(Cl)c1,EC50,'=',5.6,nM,8.25,,,UO_0000065,15.48,0.3,3.05,10.56,0,CHEMBL4194562,Transactivation activity at glucocorticoid receptor (unknown origin) expressed in human ChaGoK1 cells incubated for 24 hrs by beta-galactosidase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190372,1,Scientific Literature,J Med Chem,2018,None,,,,5.6
CHEMBL4203199,,None,494.54,0,4.88,23,CCCn1cc(-n2ncc3cc(O[C@H](c4ccccc4)[C@H](C)NC(=O)C(C)(F)F)ccc32)ccc1=O,IC50,'=',256,nM,6.59,,,UO_0000065,13.33,0.25,1.71,8.43,0,CHEMBL4194564,Antagonist activity at glucocorticoid receptor (unknown origin) expressed in human ChaGoK1 cells assessed as inhibition of dexamethasone induced transactivation incubated for 24 hrs by beta-galactosidase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190372,1,Scientific Literature,J Med Chem,2018,None,,,,256
CHEMBL4208652,,None,532.95,2,5.2,28,CC(C)[C@H](NC(=O)C(F)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(=O)n(C)c2)c1)c1cccc(Cl)c1,IC50,'=',114,nM,6.94,,,UO_0000065,13.03,0.26,1.74,8.88,0,CHEMBL4194564,Antagonist activity at glucocorticoid receptor (unknown origin) expressed in human ChaGoK1 cells assessed as inhibition of dexamethasone induced transactivation incubated for 24 hrs by beta-galactosidase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4190372,1,Scientific Literature,J Med Chem,2018,None,,,,114
CHEMBL1649686,,None,431.66,0,4.67,1a,C[C@H](CCC(=O)NC1CC1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'=',7300,nM,5.14,,,UO_0000065,11.9,0.23,0.47,7.38,0,CHEMBL1657195,Modulation of glucocorticoid receptor in human SKGT4 cells assessed as receptor translocation from cytoplasm to nucleus after 4 hrs by Hoechst staining relative to Dexamethasone,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SKGT4,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1649063,1,Scientific Literature,J Med Chem,2011,None,,,,7.3
CHEMBL553440,,None,1306.6,None,None,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL553441,,None,895.01,3,3.39,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL384467,DEXAMETHASONE,4,392.47,0,1.9,1,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,'=',5,nM,8.3,,,UO_0000065,21.15,0.4,6.4,8.75,1,CHEMBL1032150,Displacement of fluormone from human recombinant glucocorticoid receptor ligand binding domain by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1158488,1,Scientific Literature,J Med Chem,2009,None,,,,5
CHEMBL553019,,None,595.8,1,2.24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3666804,,None,654.69,1,3.99,15h,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@H]3CCS(=O)(=O)C3)c2)c1)c1ccc2c(c1)OCCO2,IC50,'=',0.21,nM,9.68,,,UO_0000065,14.78,0.29,5.69,7.02,0,CHEMBL4031184,Transrepression of glucocorticoid receptor in PMA-stimulated human ChaGoK1 cells expressing TRE-LacZ construct assessed as inhibition of AP-1 mediated TRE-LacZ activity after 24 hrs by beta-galactosidase reporter gene assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4028861,1,Scientific Literature,J Med Chem,2017,None,,,,0.21
CHEMBL501745,,None,547.71,1,4.84,19,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)NC(C)(C)CC(C)(C)C)C(=O)CO,IC50,'=',5.7,nM,8.24,,,UO_0000065,15.05,0.29,3.4,7.3,0,CHEMBL1002258,Inhibition of human glucocorticoid receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156642,1,Scientific Literature,Bioorg Med Chem,2008,None,,,,5.7
CHEMBL499630,,None,505.63,1,3.82,10,CCCCCNC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,IC50,'=',2.1,nM,8.68,,,UO_0000065,17.16,0.33,4.86,7.68,0,CHEMBL1002258,Inhibition of human glucocorticoid receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156642,1,Scientific Literature,Bioorg Med Chem,2008,None,,,,2.1
CHEMBL1682441,,None,342.39,0,4.78,(+/-)-4,C[C@H]1c2c(cc(F)c(-c3cccc4cc[nH]c34)c2F)NC(C)(C)[C@@H]1O,Ki,'=',2.5,nM,8.6,,,UO_0000065,25.12,0.47,3.82,17.9,1,CHEMBL1686702,Displacement of radiolabeled Dexamethasone from GR,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1681769,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,2.5
CHEMBL1684342,,None,509.98,2,7.37,(+/-)-9,C[C@H]1c2c(cc(F)c(-c3cccc4c(Cl)c[nH]c34)c2F)NC(C)(C)[C@@H]1OC(=O)NCc1ccccc1,IC50,'=',44,nM,7.36,,,UO_0000065,14.43,0.28,-0.01,11.12,0,CHEMBL1686706,Transrepression activity at GR expressed in IL-1beta- and TNFalpha-stimulated HepG2 cells assessed as inhibition of NFKB- or AP-1 mediated E-selectin transcription by luciferase reporter gene assay,B,BAO_0000219,cell-based format,None,None,None,HepG2,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1681769,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307718,,,,44
CHEMBL1085609,,None,302.35,1,5.14,13i,Cc1cccc(-c2ccc3c(cnn3-c3ccc(F)cc3)c2)c1,IC50,'=',3162.28,nM,5.5,,,UO_0000065,18.19,0.33,0.36,30.86,0,CHEMBL1119507,Displacement of fluorescent-labeled Dexamethasone from GR by fluorescent polarization assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155531,1,Scientific Literature,J Med Chem,2010,None,,,,5.5
CHEMBL292970,,None,439.53,0,4.81,19k,CCOc1ccc(CC2Oc3cccc(OC)c3-c3ccc(NS(C)(=O)=O)cc32)cc1,IC50,'=',548,nM,6.26,,,UO_0000065,14.25,0.28,1.45,8.48,0,CHEMBL680303,Displacement of [3H]dexamethasone from human Glucocorticoid receptor (GR); Value ranges from 536-560 nM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1147539,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,548
CHEMBL481185,,None,493.46,0,2.78,13c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL519947,,None,527.91,1,3.43,(+/-)-13k,CCN(CC(O)(CNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1cccc(Cl)c1,IC50,'=',15.85,nM,7.8,,,UO_0000065,14.78,0.3,4.37,6.87,0,CHEMBL963881,Displacement of fluorescent labelled Dexamethasone from glucocorticoid receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139273,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,7.8
CHEMBL1645399,,None,423.44,0,3.99,17,Cc1noc(C)c1S(=O)(=O)N[C@H](C)c1ccc(-c2cccnc2OC(F)F)cc1,EC50,'=',10,nM,8,,,UO_0000065,18.89,0.38,4.01,8.48,0,CHEMBL1646699,Binding affinity to human recombinant GR by competition ligand binding fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641565,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,8
CHEMBL195972,,None,444.58,1,6.71,13,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@@H](O)c1cc2ccccc2s1,EC50,'=',1209,nM,5.92,,,UO_0000065,13.31,0.25,-0.79,15.55,0,CHEMBL894574,Activity at human glucocorticoid receptor in C2C12 cells assessed as mouse glutamine synthetase activity,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C2C12,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148027,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3308003,,,,1209
CHEMBL182610,,None,472.61,1,6.37,2,Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2ccccc2)cc1,IC50,'=',2.7,nM,8.57,,,UO_0000065,18.13,0.34,2.2,14.61,0,CHEMBL877001,Inhibition of [3H]dexamethasone binding to human glucocorticoid receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137148,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,2.7
CHEMBL245191,,None,431.77,1,5.43,5b,CCC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1c(Cl)cc(Cl)cc1Cl,IC50,'=',64,nM,7.19,,,UO_0000065,16.66,0.38,1.76,11.61,0,CHEMBL890119,Inhibition of human GR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146304,1,Scientific Literature,Bioorg Med Chem Lett,2007,None,,,,0.064
CHEMBL232452,,None,356.49,0,4,3g,Cc1cc(C)c(S(=O)(=O)NC(C)Cc2c[nH]c3ccccc23)c(C)c1,IC50,'=',40,nM,7.4,,,UO_0000065,20.75,0.4,3.4,11.94,0,CHEMBL890119,Inhibition of human GR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146304,1,Scientific Literature,Bioorg Med Chem Lett,2007,None,,,,0.04
CHEMBL232250,,None,417.75,1,5.04,3e,CC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl,IC50,'=',990,nM,6,,,UO_0000065,14.37,0.33,0.96,9.69,0,CHEMBL890119,Inhibition of human GR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146304,1,Scientific Literature,Bioorg Med Chem Lett,2007,None,,,,0.99
CHEMBL233243,,None,383.3,0,4.38,2b,CC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1cccc(Cl)c1Cl,IC50,'=',1200,nM,5.92,,,UO_0000065,15.45,0.34,1.54,9.56,0,CHEMBL890119,Inhibition of human GR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146304,1,Scientific Literature,Bioorg Med Chem Lett,2007,None,,,,1.2
CHEMBL7966,,None,391.51,1,6.38,64,C=CCC1Oc2ccc(OCC)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,Ki,'=',487,nM,6.31,,,UO_0000065,16.12,0.3,-0.07,15.89,0,CHEMBL874034,Binding affinity towards human glucocorticoid receptor (GR) was determined using [3H]dexamethasone as radioligand in SF-1 cells,B,BAO_0000219,cell-based format,None,None,None,SF-1,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144889,1,Scientific Literature,J Med Chem,2003,None,,,,487
CHEMBL235688,,None,439.28,1,6.34,31,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1c(Cl)cccc1Cl)C(F)(F)F,IC50,'=',580,nM,6.24,,,UO_0000065,14.2,0.3,-0.1,21.17,0,CHEMBL899205,Displacement of TAMRA labeled Dexamethasone at human glucocorticoid receptor in insect cell,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149697,1,Scientific Literature,Bioorg Med Chem Lett,2007,None,,,,580
CHEMBL235689,,None,429.84,1,5.56,34,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc(Cl)cc(C#N)c1)C(F)(F)F,IC50,'=',27,nM,7.57,,,UO_0000065,17.61,0.36,2.01,14.21,0,CHEMBL899205,Displacement of TAMRA labeled Dexamethasone at human glucocorticoid receptor in insect cell,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149697,1,Scientific Literature,Bioorg Med Chem Lett,2007,None,,,,27
CHEMBL717,MEDROXYPROGESTERONE ACETATE,4,386.53,0,4.66,MPA,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Ki,'=',13.2,nM,7.88,,,UO_0000065,20.39,0.38,3.22,13.04,1,CHEMBL680192,Binding affinity was determined on Human glucocorticoid receptor (hAR) using progesterone as radioligand.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131454,1,Scientific Literature,J Med Chem,1998,None,,,,13.2
CHEMBL78625,,None,346.47,0,4.37,2,CC#C[C@@]1(O)CC[C@@]2(Cc3ccccc3)c3ccc(O)cc3CC[C@@H]2C1,Ki,'=',0.17,nM,9.77,,,UO_0000065,28.2,0.51,5.4,24.15,1,CHEMBL1106116,Displacement of [3H]DEX from human glucocorticoid receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156190,1,Scientific Literature,J Med Chem,2010,None,,,,0.17
CHEMBL1911648,,None,477.42,1,6.54,20,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2cc(C(F)(F)F)ccc2[nH]1)C(F)(F)F,EC50,'=',640,nM,6.19,,,UO_0000065,12.97,0.26,-0.35,13.69,0,CHEMBL1912091,Transactivation activity of glucocorticoid receptor in HFF assessed as induction of aromatase activity by measuring beta-estradiol activity after 18 to 24 hrs by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909618,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,640
CHEMBL1911658,,None,482.34,1,6.07,29,CC(C)(CC(O)(Cc1cc2ccccc2[nH]1)C(F)(F)F)c1cc(Br)cc2c1OCC2,EC50,'=',45,nM,7.35,,,UO_0000065,15.23,0.33,1.28,16.24,0,CHEMBL1912091,Transactivation activity of glucocorticoid receptor in HFF assessed as induction of aromatase activity by measuring beta-estradiol activity after 18 to 24 hrs by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909618,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,45
CHEMBL1911661,,None,506.55,1,4.58,32,CC(C)(CC(O)(Cc1cc2cc(C#N)ccc2[nH]1)C(F)(F)F)c1cc(S(C)(=O)=O)cc2c1OCC2,EC50,'=',80,nM,7.1,,,UO_0000065,14.01,0.28,2.52,6.88,0,CHEMBL1912091,Transactivation activity of glucocorticoid receptor in HFF assessed as induction of aromatase activity by measuring beta-estradiol activity after 18 to 24 hrs by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909618,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,80
CHEMBL1911548,,None,423.45,1,5.83,14,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2c(C)cccc2[nH]1)C(F)(F)F,EC50,'=',9,nM,8.05,,,UO_0000065,19,0.37,2.22,17.78,0,CHEMBL1912091,Transactivation activity of glucocorticoid receptor in HFF assessed as induction of aromatase activity by measuring beta-estradiol activity after 18 to 24 hrs by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909618,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,9
CHEMBL1762202,,None,411.5,1,6.53,15,Cc1c[nH]c2c(-c3c(F)cc4c(c3F)/C(=N/OC(C)(C)C)CC(C)(C)N4)cccc12,IC50,'=',13,nM,7.89,,,UO_0000065,19.16,0.36,1.36,15.96,0,CHEMBL1762866,Transrepression activity at glucocorticoid receptor in human NHDF cells assessed as inhibition of IL-1beta-stimulated AP1 dependent IL-6 repression by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NHDF,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1759905,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307481,,,,13
CHEMBL3126951,,None,395.4,0,4.61,19,Cc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2cnncc2[nH]1)C(F)(F)F,IC50,'=',5,nM,8.3,,,UO_0000065,20.99,0.4,3.69,13.43,0,CHEMBL3132583,Transrepression activity at glucocorticoid receptor in human fibroblasts assessed as inhibition of IL-1-induced IL-6 production after 18 to 24 hrs,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3124926,1,Scientific Literature,J Med Chem,2014,None,,,,5
CHEMBL3126950,,None,395.4,0,4.61,18,Cc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2nnccc2[nH]1)C(F)(F)F,IC50,'=',16,nM,7.8,,,UO_0000065,19.72,0.38,3.19,12.61,0,CHEMBL3132583,Transrepression activity at glucocorticoid receptor in human fibroblasts assessed as inhibition of IL-1-induced IL-6 production after 18 to 24 hrs,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3124926,1,Scientific Literature,J Med Chem,2014,None,,,,16
CHEMBL384467,DEXAMETHASONE,4,392.47,0,1.9,DEX,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Ki,'=',3,nM,8.52,,,UO_0000065,21.72,0.42,6.62,8.99,0,CHEMBL947390,Displacement of radiolabeled Dexamethasone from human glucocorticoid receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140203,1,Scientific Literature,J Med Chem,2008,None,,,,3
CHEMBL2426625,,None,454.51,0,4.68,7b,CC(C)(C(=O)Nn1nccn1)C(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1,EC50,'=',17,nM,7.77,,,UO_0000065,17.09,0.31,3.09,10.01,0,CHEMBL2428210,Agonist activity at glucocorticoid receptor in human A549 cells assessed as inhibition of PMA-induced AP-1 activation by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2424628,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3307651,,,,17
CHEMBL2426641,,None,476.62,1,6.95,6h,CC(C)(C(=O)Nc1nccs1)C(c1ccc2c(cnn2-c2ccc(F)cc2)c1)C1CCCCC1,EC50,'=',66,nM,7.18,,,UO_0000065,15.07,0.29,0.23,12.01,0,CHEMBL2428210,Agonist activity at glucocorticoid receptor in human A549 cells assessed as inhibition of PMA-induced AP-1 activation by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2424628,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3307651,,,,66
