SMILES,QED,SA,predicted_pIC50
COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1cccc(C)n1)O2)C(C)=CC(C)(C)N3,0.5056596669958027,3.1245755885497823,8.84978208133919
CC[C@@]12C[C@@H](O)[C@](O)(c3ccccc3)C[C@H]1CCc1cc(O)ccc12,0.7832692192100982,3.8066855433721276,5.860697696412951
Cn1c(=O)[nH]c(N2CCN(c3ccccc3)CC2)c(Cc2ccccc2)c1=O,0.7565596715772934,2.282017801072918,5.529697634359366
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(C(=O)Nc5cccnc5C)ccc4[C@H]3[C@@H](OCc3ccc(Cl)cc3)C[C@@]21C,0.32197396370282283,4.2868894496306,9.65265256292052
CCC(C)(C)C(O)(Cc1cc2ccncc2[nH]1)CC(C)(C)c1cc(F)ccc1OC,0.49237002981359784,3.41889867964254,7.669957250264534
Cc1cc(C)c(S(=O)(=O)N[C@@H](C)CNc2cc(C)cc3c2cnn3-c2ccc(F)cc2)c(C)c1,0.3823228246948914,3.040728189528954,7.864420411473105
C=CCC1Oc2cccc(NC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,0.6675025944074193,3.577570916547403,6.777454325409201
CCS(=O)(=O)Nc1ccc2c(c1)C(c1ccccc1)Oc1cccc(OC)c1-2,0.685398533555002,2.7876579232743275,6.857365795520446
O=C(Nc1ccc(C(F)(F)F)cc1)c1cnc2c(cnn2C2CCN(Cc3ccccc3)CC2)c1Cl,0.3453170496132461,2.493720514989814,7.079220439549287
CCC(C)(C)C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0.479023644480538,4.789952629913686,7.882953295268268
Cc1nn(-c2ccc(I)cc2)c2ncc(C(=O)Nc3ccc(Cl)cc3)c(Cl)c12,0.3410243254942859,2.303605986726927,5.6231351818014055
Nc1cc(Cl)cc(Cl)c1S(=O)(=O)NC(Cc1c[nH]c2ccccc12)C(F)(F)F,0.4982104948029011,3.0671656763107684,6.874549291273462
Cc1cc(NC[C@H](C)NS(=O)(=O)C2CC2)c2cnn(-c3cccc(C(=O)N4CCC[C@H]4C(N)=O)c3)c2c1,0.392534709409763,3.5629930657924014,7.547102077795148
Nc1c(C(=O)NCC(O)(CC2(C3CCCC3)CCCc3ccccc32)C(F)(F)F)cnn1-c1ccc(F)cc1F,0.32658862953379475,3.883291114044477,7.6968190656638775
CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3,0.4812556302484587,3.0006619677395863,6.848071119717453
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@H]2[C@H](C)C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,0.1280695987261541,6.896189824200231,8.033794892329794
C[C@@H](c1ccc(N)cc1)c1ccc([C@@H]2O[C@@H]3C[C@H]4[C@@H]5C[C@H](F)C6=CC(=O)C=C[C@]6(C)[C@@]5(F)[C@@H](O)C[C@]4(C)[C@]3(C(=O)CO)O2)cc1,0.400467821835129,5.16237856389363,8.173622043116435
CC(C)(C)C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N4CCCC4)cc3)C[C@@]21C,0.4487966891631875,4.4060577967992485,7.071389848613093
Cc1ccncc1Nc1ccc2c(c1)CCC1=C3C[C@@H](O)C[C@]3(C)CC[C@]12Cc1ccccc1,0.4291554299600361,4.003238982513482,6.248398534505691
Cc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2cnncc2[nH]1)C(F)(F)F,0.6204901730538112,3.496380048780402,8.184107360649726
CCCCNC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.49091947889423343,4.717537942255923,8.478197716478126
COc1ccc(Cn2nnc(Cn3nc(C)c4c(Cl)c(C(=O)Nc5ccc(C(F)(F)F)cc5)cnc43)c2C)cc1,0.27107808149268575,2.788963058059011,6.696390781293073
Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2ccc(CCCC(=O)O)cc2)cc1,0.18796251261794686,2.421184074542527,8.014894318776802
CC(C)(C)OC(=O)N1CCC(n2ncc3c(Cl)c(C(=O)Nc4ccc(Cl)cc4)cnc32)CC1,0.5192423283361545,2.5342818480737055,6.6388280854935715
CC(C)(C(=O)Nc1nccs1)C(c1ccccc1)c1ccc2c(-c3cccc(C#N)c3)ncn2c1,0.31902693288074807,3.3976483599082297,5.73665175817254
CC(C)(C(=O)Nc1nccs1)C(c1ccccc1)c1ccc(O)c(F)c1,0.679038961409007,2.9220939934704795,6.220142643106514
CCCN(c1ccccc1)S(=O)(=O)c1ccc(-c2ccc3c(cnn3-c3ccc(F)cc3)c2)c(C(F)(F)F)c1,0.1967474020028066,2.594467622159211,7.597067160277068
Cc1nn(-c2ccccc2)c2ncc(C(=O)NCCCc3ccccc3)c(Cl)c12,0.47179098344327547,2.1570429434992473,5.689858293133395
CC[C@@]12C[C@@](C)(O)[C@](O)(c3ccc(C)cc3)C[C@H]1CCc1cc(O)ccc12,0.7407121346577923,3.8668265832263558,7.8465450334490425
C[C@@]1(c2ccc(Sc3ccc(N)cc3)cc2)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.40062522454208527,4.975016392812451,7.994017896517858
CCN(C[C@](O)(CNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1c(Cl)cccc1Cl,0.3584214587152692,3.3248272463082866,8.324376087235581
Cc1noc(=O)c2ccc(NC(=O)C(O)(CC(C)(C)c3cccc4c3OCC4)C(F)(F)F)cc12,0.5767111342902008,3.481415676990018,7.974319117366662
CC(C)(C(=O)Nc1nccs1)C(c1ccccc1)c1ccn2c(-c3ccccc3)ncc2c1,0.33099983420133644,3.2810667124713238,5.707121646369229
COc1ccccc1-c1c[nH]c2c(NS(C)(=O)=O)cccc12,0.7761331214081384,2.1523424638865087,6.6377099376582
Cc1ccc(F)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F,0.5820009757942233,3.151194197674643,7.740078864882136
Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3CCCc4ccc(F)cc43)C(F)(F)F)cc12,0.5595154352650922,3.6711166288561143,6.0875718795436065
COc1ccc(F)cc1C(C)(C)C[C@](O)(Cc1cc2ccncc2[nH]1)C(F)(F)F,0.567725605551682,3.270500027494138,7.194299784540026
Cc1cc(-c2cccc3cc[nH]c23)c(Cl)c2c1NC(C)(C)C(=O)C2C,0.5919424363569973,3.560589758601017,7.7014022453103586
C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3C[C@H]4CN(c5ccccc5)C[C@@]4(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,0.6675045856563734,4.8857071094633024,7.766226696888072
COc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1cccc(Oc3ccccc3)c1)O2,0.37135866783004184,2.844288872918513,7.45890561193245
C[C@H]1c2c(cc(F)c(-c3cccc4c(Cl)c[nH]c34)c2F)NC(C)(C)[C@@H]1OC(=O)NCc1ccccc1,0.2688950671636078,3.749655846005835,7.722044242028136
COc1ccc(-n2ncc3c(NC[C@H](C)NS(=O)(=O)c4c(C)cc(C)cc4C)cc(C)cc32)cc1,0.35968243672548217,3.030164794295522,7.7368389579176995
Cc1noc(C)c1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,0.749867002658679,2.359735517113098,5.716682881339371
COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1cccc(Oc4ccccc4)c1)O2)C(C)=CC(C)(C)N3,0.2929851677394417,2.932799763640528,8.717930215471439
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.7945777931739687,4.0678517684852835,7.078013057339749
Nc1c(C(=O)NCC(O)(CC2(c3cc(F)ccc3Cl)CCC2)C(F)(F)F)cnn1-c1ccccc1,0.39870226749237553,3.3942454990933015,7.90201051424265
